Timestamp,Network_Type,Signal_dBm,Location,Download_Mbps,Upload_Mbps,Latency_ms
2025-09-02 01:49:39,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:49:42,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:49:42,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:49:42,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:49:42,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:49:45,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:49:45,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:49:45,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:49:45,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:49:48,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:49:48,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:49:48,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:49:48,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:49:51,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:49:51,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:49:51,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:49:51,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:49:54,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:49:54,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:49:54,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:49:54,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:49:57,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:49:57,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:49:57,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:49:57,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:50:00,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:50:00,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:50:00,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:50:00,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:50:03,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:50:03,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:50:03,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:50:03,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:50:06,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:50:06,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:50:06,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:50:06,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:50:09,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:50:09,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:50:09,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:50:09,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:50:12,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:50:12,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:50:12,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:50:12,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:50:15,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:50:15,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:50:15,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:50:15,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:50:18,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:50:18,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:50:18,LTE,-109.0,Unknown,0,0,0
2025-09-02 01:50:18,LTE,-111.0,Unknown,0,0,0
2025-09-02 01:50:21,LTE,-106.0,Unknown,0,0,0
2025-09-02 01:50:21,LTE,-83.0,Unknown,0,0,0
2025-09-02 01:50:21,LTE,-109.0,Unknown,0,0,0
